frame,passer,receiver
42753,43780,43812
42760,43780,43773
42765,43780,43812
42772,43780,43812
42775,43812,43780
42779,43780,43812
42838,43812,43784
42849,43784,43771
42857,43771,43869
42863,43869,43771
42970,43915,44151
42974,44151,44130
42977,44130,43915
42995,43915,44185
43090,44185,44213
43120,44213,44203
43127,44203,44213
43139,44213,44203
43143,44203,44205
43175,44205,44213
43179,44203,44213
43183,44203,44213
43193,44213,44203
43201,44213,44203
43277,44203,44301
43281,44301,44227
43291,44213,44208
43300,44208,44342
43327,44342,44208
43332,44342,44227
43342,44342,44415
43352,44380,44301
43368,44301,44391
43399,44391,44204
43419,44415,44444
43435,44444,44457
43483,44457,44648
43513,44648,44650
43520,44648,44650
43526,44648,44649
43539,44649,44648
43556,44648,44721
43559,44721,44648
43570,44721,44741
43576,44721,44685
43581,44683,44757
43619,44757,44763
43624,44760,44759
43633,44759,44760
43643,44759,44817
43651,44817,44837
43659,44817,44837
43680,44837,44853
43683,44853,44862
43717,44862,44928
43746,44928,44912
43766,44912,44988
43778,44988,45016
43811,45016,45141
43864,45141,45144
43969,45245,45244
44004,45244,45254
44011,45254,45244
44031,45244,45382
44039,45382,45414
44046,45414,45382
44052,45415,45382
44098,45382,45485
44138,45485,45497
44146,45497,45485
44169,45485,45527
44177,45527,45485
44186,45485,45527
44200,45485,45577
44221,45485,45632
44287,45583,45819
44292,45819,45824
44297,45824,45819
44330,45819,45824
44338,45824,45838
44341,45838,45824
44358,45824,45840
44374,45840,45862
44382,45862,45824
44386,45824,45880
44398,45880,45914
44443,45914,45945
44447,45945,45954
44453,45920,46026
44460,46024,46032
44466,46039,46040
44501,46040,46075
44549,46084,46075
44612,46075,46276
44664,46075,46352
44667,46352,46075
44689,46075,46386
44703,46386,46075
44710,46386,46075
44719,46386,46081
44773,46402,46438
44787,46402,46423
44792,46423,46402
44796,46423,46402
44805,46402,46470
44815,46470,46501
44819,46470,46501
44830,46501,46398
44853,46558,46540
44869,46561,46558
44875,46558,46567
44891,46571,46567
44897,46567,46551
44900,46551,46567
44918,46567,46654
44923,46654,46567
44933,46567,46558
45027,46558,46654
45051,46558,46740
45056,46740,46654
45068,46654,46822
45078,46822,46731
45083,46731,46822
45115,46822,46807
45153,46740,46867
45168,46867,46749
45195,46749,46558
45218,46845,46555
45223,46845,46555
45228,46555,46942
45233,46943,46955
45242,46955,46916
45261,46916,46904
45271,46904,46899
45356,46899,47091
45360,47091,47094
45366,46899,47094
45372,46899,47004
45385,47094,46904
45396,46904,47131
45400,47131,47004
45405,47004,46904
45425,47135,46916
45430,46916,47139
45441,47139,47122
45457,47122,47162
45472,47162,47139
45478,47139,47181
45481,47181,47139
45487,47167,47162
45493,47167,47162
45499,47167,47162
45504,47167,47162
45510,47167,47184
45521,47184,47167
45524,47167,47184
45531,47167,47184
45535,47167,47269
45556,47184,47269
45562,47269,47184
45580,47184,47336
45643,47336,47349
45698,47349,47436
45762,47436,47433
45859,47433,47437
45865,47437,47433
45966,47433,47434
45980,47434,47648
45989,47434,47648
45994,47648,47434
46003,47648,47434
46007,47434,47588
46040,47588,47640
46057,47433,47434
46061,47434,47433
46065,47434,47433
46098,47433,47434
46102,47434,47433
46106,47434,47433
46118,47433,47436
46195,47436,47732
46201,47732,47426
46208,47426,47732
46223,47426,47732
46240,47732,47426
46246,47426,47732
46250,47732,47426
46261,47426,47732
46265,47732,47937
46362,47433,47859
46398,47859,47710
46410,47710,47433
46530,47433,47732
46534,47732,47436
46546,47436,47433
46551,47433,47951
46554,47951,47433
46564,47951,47732
46592,47436,48032
46622,47436,47434
46626,47434,47436
46634,47435,47436
46660,47436,47435
46675,47435,47436
46679,47436,47435
46689,47435,47436
46718,47436,47435
46723,47435,47710
46728,47710,47435
46766,47436,47732
46784,47732,48216
46789,47732,48216
46799,47732,47489
46875,47489,48325
46880,48325,48326
46887,48325,48324
46899,48324,48322
46902,48322,48324
46905,48324,48322
46908,48322,48338
46925,48322,48324
46933,48324,48322
47077,48322,48428
47081,48428,48432
47122,48432,48430
47235,48430,48456
47238,48456,48460
47248,48456,48460
47254,48460,48458
47263,48458,48487
47282,48487,48458
47307,48458,48456
47313,48555,48558
47316,48558,48555
47331,48460,48574
47340,48574,48460
47350,48460,48574
47364,48460,48574
47378,48460,48574
47391,48460,48574
47395,48574,48612
47400,48612,48614
47404,48734,48614
47411,48809,48838
47456,48838,48883
47485,48838,48901
47495,48903,48901
47508,48901,48965
47574,48965,48993
47588,49033,49042
47601,49042,49041
47608,49041,49037
47612,49037,49036
47625,49036,49045
47628,49045,49031
47743,49031,49187
47755,49187,49045
47764,49045,49219
47780,49045,49037
47787,49037,49206
47798,49206,49254
47809,49219,49246
47823,49219,49246
47832,49246,49254
47837,49254,49246
47844,49254,49246
47874,49246,49219
47878,49283,49331
47915,49283,49219
47940,49283,49331
47948,49331,49213
47964,49213,49308
47973,49213,49294
47980,49294,49213
47983,49213,49294
48008,49213,49283
48023,49283,49213
48032,49283,49299
48091,49299,49308
48139,49308,49530
48143,49530,49308
48178,49308,49475
48220,49475,49308
48257,49308,49246
48289,49246,49596
48389,49246,49581
48486,49246,49294
48495,49294,49488
48504,49488,49804
48519,49804,49488
48525,49488,49656
48539,49656,49719
48547,49488,49294
48592,49294,49804
48609,49804,49730
48627,49730,49804
48642,49804,49615
48654,49804,49615
48657,49615,49804
48662,49615,49804
48674,49615,49804
48699,49804,49995
48727,49995,49804
48730,49804,49995
48761,49804,50151
48764,50151,50043
48802,50151,49488
48809,49488,49804
48816,49804,50151
48838,49804,50151
48936,49804,49719
48952,49719,49804
48998,49804,50295
49007,49804,50295
49010,50295,49804
49023,49804,50295
49065,49804,50230
49073,50230,49294
49078,49294,50230
49088,50230,49995
49104,49995,50230
49110,50230,50416
49135,50416,50332
49172,50416,49294
49177,49294,49615
49191,49294,50416
49200,50416,50503
49206,50503,50416
49211,50496,50416
49221,50416,50496
49229,50416,50496
49235,50416,49995
49244,50416,49730
49249,50528,49730
49256,49730,50528
49260,50528,49730
49274,49730,50528
49286,49730,50528
49300,50272,50528
49304,50528,50272
49313,49730,50528
49320,49730,50528
49326,49730,50528
49333,50528,49730
49340,49730,50503
49343,50503,50490
49351,50591,50490
49360,49283,50416
49369,50416,50490
49379,50490,49283
49393,50655,49995
49411,50655,50230
49415,50230,50655
49425,49283,50655
49439,50503,49283
49442,49283,50503
49445,50503,49283
49465,49283,50416
49468,50416,49283
49472,50416,49283
49475,49283,50416
49486,50416,50791
49490,50791,49995
49496,49995,50490
49507,50848,49615
49531,49615,50791
49556,50908,50922
49559,50922,50912
49562,50912,50936
49584,50936,50951
49604,50991,51034
49617,51034,51008
49626,51008,51086
49633,51008,50980
49640,51008,50980
49643,50980,51122
49690,50980,51150
49725,51150,51209
49730,51209,51184
49740,51184,51209
49748,51209,51228
49793,51228,51261
49949,51261,51290
50004,51290,51349
50010,51349,51296
50060,51296,51444
50078,51444,51434
50099,51434,51484
50117,51484,51444
50122,51484,51296
50148,51296,51533
50151,51533,51534
50162,51534,51296
50170,51542,51555
50224,51559,51592
50232,51592,51582
50236,51592,51582
50245,51592,51589
50307,51592,51720
50311,51720,51592
50314,51592,51661
50328,51661,51742
50351,51742,51661
50358,51791,51661
50365,51791,51661
50371,51661,51791
50395,51791,51843
50398,51843,51841
50409,51791,51661
50420,51791,51868
50475,51661,51668
50488,52005,52035
50498,52046,52050
50512,52046,52019
50519,52019,52107
50528,52019,52072
50534,52019,52072
50539,52041,52008
50543,52008,52108
50551,52135,52060
50560,52060,52006
50565,52143,52006
50577,52059,52006
50591,52254,52262
50610,52254,52207
50622,52207,52143
50636,52143,52318
50640,52318,52258
50643,52258,52265
50647,52265,52254
50660,52315,52398
50666,52398,52315
50685,52398,52158
50693,52158,52386
50701,52398,52386
50706,52398,52491
50725,52491,52463
50733,52463,52398
50750,52398,52521
50779,52521,52398
50799,52398,52376
50836,52376,52317
50845,52317,52636
50857,52636,52637
50863,52637,52636
50867,52636,52656
50881,52656,52679
50891,52656,52637
50897,52656,52637
50912,52697,52656
50924,52656,52726
50929,52726,52737
50936,52737,52636
50953,52636,52737
50961,52737,52797
50976,52797,52808
50990,52913,52774
50994,52774,52855
51001,52855,52965
51010,52855,53004
51023,53004,53029
51038,53029,53058
51049,53058,53084
51075,53109,53110
51083,53110,53079
51117,53079,53164
51142,53195,53236
51145,53236,53195
51167,53236,53190
51179,53192,53218
51334,53301,53302
51340,53301,53396
51346,53400,53396
51349,53396,53404
51356,53404,53396
51364,53396,53404
51369,53396,53404
51373,53404,53396
51399,53396,53418
51409,53396,53418
51421,53396,53418
51427,53418,53396
51436,53396,53428
51460,53428,53433
51492,53396,53472
51505,53396,53576
51515,53576,53584
51525,53639,53635
51533,53639,53635
51540,53679,53670
51546,53679,53670
51564,53679,53784
51574,53784,53679
51590,53647,53679
51593,53679,53647
51631,53647,53748
51733,53748,53647
51737,53647,53981
51740,53981,53647
51744,53647,53981
51752,54002,53647
51767,54002,54053
51770,54053,53904
51776,54046,54002
51808,53904,54095
51833,54095,54155
51842,54155,54127
51864,54127,53904
51873,54213,54229
51899,54229,54256
51912,54272,54229
51917,54229,54220
51939,54230,54292
51942,54292,54326
51961,54289,54335
51985,54368,54375
51996,54381,54382
52009,54381,54427
52020,54427,54419
52032,54419,54408
52035,54408,54419
52043,54427,54375
52058,54427,54481
52065,54495,54481
52072,54509,54494
52079,54509,54532
52087,54481,54532
52137,54559,54562
52148,54562,54559
52153,54559,54563
52158,54563,54564
52164,54564,54554
52214,54558,54562
52244,54562,54699
52263,54699,54562
52271,54699,54562
52303,54562,54706
52312,54562,54754
52336,54562,54780
52339,54780,54562
52343,54562,54790
52360,54790,54788
52365,54788,54832
52398,54790,54898
52405,54898,54787
52417,54787,54944
52432,54944,54934
52437,54971,54786
52444,54786,54987
52449,54987,54934
52455,54987,54786
52467,54987,54934
52482,54934,55017
52677,55048,55179
52696,55179,55048
52704,55048,55223
52726,55223,55258
52733,55286,55306
52774,55306,55309
52857,55306,55308
52869,55306,55285
52877,55306,55285
52882,55306,55285
52891,55306,55285
52914,55285,55312
52918,55312,55285
52922,55285,55310
52927,55285,55310
52932,55310,55473
52940,55285,55473
52944,55473,55285
52955,55285,55311
52963,55311,55285
52969,55285,55311
52977,55285,55311
52981,55285,55311
52993,55311,55508
52997,55508,55285
53082,55508,55285
53085,55285,55508
53090,55508,55285
53093,55285,55508
53130,55508,55306
53258,55306,55668
53262,55668,55300
53267,55668,55306
53275,55306,55668
53278,55668,55300
53288,55306,55300
53298,55300,55306
53319,55300,55684
53322,55684,55300
53327,55300,55306
53337,55684,55287
53348,55684,55716
53365,55716,55348
53369,55716,55306
53385,55306,55716
53414,55716,55508
53418,55508,55306
53436,55716,55508
53443,55508,55348
53451,55508,55348
53455,55348,55837
53465,55837,55348
53475,55348,55837
53501,55348,55306
53506,55306,55348
53513,55348,55306
53528,55348,55306
53584,55348,55306
53590,55775,55306
53601,55775,55315
53608,55775,55316
53611,55316,55775
53618,55775,55316
53625,55316,55775
53632,55775,55316
53662,55316,55775
53686,55306,55508
53702,55508,55941
53705,55941,55508
53715,55508,55967
53722,55967,55941
53729,55941,56025
53736,55941,56025
53786,56025,55508
53821,55508,56003
53854,55508,55941
53862,55941,55508
53870,55508,56099
53901,55508,55967
53905,55508,55967
53914,55967,55508
53919,55508,56025
53939,55727,56065
53955,56065,55775
53997,55775,55727
54074,55727,56215
54166,56215,55837
54169,55837,56215
54174,55837,56215
54179,55837,56215
54184,55837,56215
54189,55837,56215
54198,55837,56294
54223,56215,55837
54234,55837,56215
54238,56215,55315
54241,55315,55837
54248,55315,56215
54256,55837,56215
54265,55837,56215
54277,56215,55837
54283,56215,55300
54301,55300,55837
54319,55837,56215
54324,56215,55837
54327,55837,56215
54331,55837,56396
54348,56215,56396
54353,56396,55837
54368,56215,55837
54373,56215,56240
54376,56240,55837
54380,55837,56240
54387,55837,56411
54394,56411,55837
54398,56411,55837
54402,56411,55837
54418,55837,56411
54433,56411,55837
54446,55837,56411
54450,56411,56490
54455,56411,55837
54486,55837,55508
54492,55508,55837
54502,55837,55727
54509,55727,55837
54565,56561,56688
54571,56688,56698
54584,56561,56698
54594,56561,56403
54644,56561,56571
54649,56571,56561
54670,55727,56420
54676,56420,55727
54680,55727,56776
54685,56776,56752
54689,56752,56776
54692,56776,56561
54695,56561,56771
54706,56698,56810
54714,56810,56561
54717,56561,56810
54721,56810,56561
54748,56561,56811
54753,56811,56793
54763,56793,56705
54772,56705,56420
54777,56420,56698
54788,56698,56910
54796,56910,56698
54815,56910,56846
54818,56846,56910
54823,56846,56910
54837,56910,56846
54844,56846,56880
54849,56846,56880
54856,56910,56698
54863,56910,56995
54870,56995,56698
54881,56995,56698
54888,56995,56698
54900,56910,56995
54910,56995,56910
54918,56846,56698
54922,56698,56846
54930,56846,56910
54937,56910,56846
54955,56910,57040
54959,56910,56309
54967,56309,57027
54973,57027,56420
54978,57027,56420
54986,57027,56420
54999,56420,57027
55018,57027,56420
55026,56420,57027
55032,56420,56995
55053,56995,56420
55059,56995,56867
55076,56420,57024
55085,57024,56888
55119,56888,57127
55147,57127,57162
55158,57162,57127
55171,57127,57043
55181,57043,57157
55186,57157,57090
55230,57090,57157
55291,57157,57027
55318,57027,57090
55323,57321,57330
55338,57090,57223
55351,57090,57223
55374,57223,57345
55377,57345,57194
55419,57194,57330
55428,57194,57330
55434,57330,57411
55443,57411,57331
55453,57331,57345
55477,57345,57223
55526,57223,57157
55536,57157,57345
55548,57345,57408
55554,57345,57418
55572,57408,56698
55583,57408,56810
55590,56810,57127
55594,57127,56810
55609,56810,57369
55612,57369,56810
55625,56810,57157
55631,57157,57194
55670,57223,57613
55678,57223,57613
55683,57613,57223
55693,57613,56698
55698,56698,57613
55703,57613,56810
55710,57613,56698
55727,56698,57624
55740,57491,57624
55746,57624,57602
55769,57602,57720
55773,57720,57724
55797,57720,57763
55845,57763,57805
55852,57763,57824
55858,57824,57763
55875,57763,57854
55880,57854,57763
55908,57763,57901
55913,57906,57909
55938,57909,57906
55950,57906,57905
55992,57905,57901
55998,57901,57905
56109,57905,57946
56116,57959,57961
56142,57961,57974
56154,57961,57974
56160,57974,57961
56190,57961,57959
56196,57959,57958
56200,57958,57961
56207,57961,57959
56226,57961,57959
56237,57961,58062
56257,58049,57961
56369,58083,58231
56374,58231,58260
56383,58260,58225
56387,58225,58269
56428,58269,58225
56512,58225,58256
56579,58250,58275
56666,58275,58250
56671,58250,58556
56676,58556,58250
56688,58556,58250
56699,58556,58276
56704,58276,58556
56723,58530,58556
56731,58556,58530
56740,58556,58257
56743,58257,58530
56755,58530,58556
56761,58556,58530
56770,58530,58256
56807,58256,58275
56812,58276,58275
56818,58275,58257
56827,58276,58677
56833,58276,58257
56836,58257,58276
56841,58276,58257
56846,58257,58276
56850,58276,58701
56861,58701,58257
56866,58701,58257
56880,58257,58276
56883,58276,58257
56890,58229,58276
56896,58229,58564
56925,58564,58276
56931,58564,58276
56944,58229,58564
56960,58564,58276
56967,58276,58564
56971,58564,58784
56983,58225,58784
56989,58784,58225
57012,58225,58784
57018,58225,58784
57027,58784,58225
57033,58225,58784
57038,58784,58225
57042,58225,58784
57048,58784,58276
57057,58225,58276
57061,58276,58224
57067,58276,58224
57074,58276,58224
57082,58224,58784
57085,58784,58250
57105,58784,58803
57115,58784,58803
57123,58803,58564
57139,58564,58717
57158,58717,58843
57165,58843,58732
57172,58732,58795
57182,58795,58740
57186,58740,58732
57194,58740,58986
57213,58740,58924
57222,58986,58924
57239,58986,58564
57258,58986,59071
57266,58986,58924
57276,59025,58986
57284,59025,58924
57292,59113,59124
57297,59124,59127
57311,59156,59113
57315,59113,59166
57323,59113,59185
57349,59113,59221
57352,59221,59226
57355,59226,59113
57390,59235,59236
57393,59236,59235
57409,59235,59279
57414,59278,59279
57426,59279,59299
57430,59279,59299
57444,59288,59320
57452,59320,59334
57557,59338,59441
57562,59451,59437
57581,59469,59451
57587,59504,59437
57606,59527,59469
57610,59527,59469
57615,59469,59527
57621,59437,59458
57633,59458,59469
57639,59469,59458
57715,59458,59758
57730,59758,59764
57738,59764,59765
57744,59765,59764
57763,59765,59758
57776,59778,59785
57782,59785,59790
57823,59771,59865
57830,59865,59905
57895,59865,60050
57898,60050,59865
57914,59865,60071
57922,60100,59865
57927,60137,59865
57973,59865,60271
57980,60271,60291
57997,60291,60294
58021,60294,60307
58024,60307,60294
58058,60294,60320
58081,60320,60327
58137,60327,60360
58143,60327,60362
58151,60362,60361
58155,60361,60362
58178,60361,60338
58185,60338,60361
58201,60338,60361
58210,60361,60317
58236,60361,60317
58246,60477,60362
58252,60362,60477
58258,60477,60362
58275,60362,60317
58359,60570,60578
58373,60578,60570
58380,60570,60665
58384,60570,60665
58390,60665,60570
58394,60565,60665
58409,60565,60570
58418,60565,60568
58425,60568,60887
58438,60887,61006
58443,61006,61002
58447,61002,61018
58453,61007,61004
58460,61004,61006
58486,61006,61042
58491,61006,61042
58503,61006,61042
58512,61042,61006
58521,61006,61046
58530,61046,61032
58536,61032,61058
58541,61058,61074
58546,61074,61093
58595,61111,61133
58599,61133,61111
58611,61111,61137
58621,61137,61111
58626,61137,61111
58637,61154,61111
58712,61165,61167
58725,61167,61283
58741,61167,61325
58748,61390,61351
58757,61277,61167
58767,61167,61376
58774,61376,61428
58788,61432,61467
58798,61467,61470
58801,61470,61428
58810,61428,61483
58906,61428,61627
58942,61627,61651
58951,61651,61649
58966,61651,61649
58988,61651,61649
59000,61651,61780
59017,61780,61771
59023,61771,61643
59061,61643,61675
59082,61675,61771
59114,61771,61652
59123,61652,61897
59172,61897,61930
59190,61930,61935
59210,61934,61946
59215,61946,61950
59236,61946,61971
59244,61946,61959
59285,61959,62030
59313,62030,62027
59343,62027,62060
59447,62060,62141
59513,62141,62134
59653,62141,62172
59670,62172,62142
59676,62161,62172
59765,62172,62217
59779,62217,62143
59785,62295,62303
59804,62303,62295
59810,62303,62308
59815,62313,62303
59828,62313,62336
59844,62336,62330
59852,62330,62336
59865,62336,62308
59868,62308,62402
59874,62402,62430
59885,62308,62420
59890,62420,62313
59935,62313,62308
59955,62308,62303
59974,62303,62308
59984,62308,62303
60022,62295,62303
60027,62308,62303
60034,62303,62295
60041,62303,62295
60045,62303,62295
60052,62295,62474
60070,62295,62474
60076,62474,62295
60085,62295,62474
60098,62295,62474
60108,62295,62493
60132,62295,62308
60152,62308,62313
60163,62313,62702
60175,62313,62303
60184,62313,62303
60224,62751,62795
60227,62795,62763
60236,62763,62747
60255,62747,62807
60262,62810,62814
60273,62814,62810
60313,62810,62814
60322,62814,62810
60339,62864,62859
60388,62859,62861
60398,62861,62904
60415,62904,62866
60431,62904,62865
60434,62865,62991
60439,62991,62865
60446,63001,62904
60461,63001,62859
60468,62859,63001
60484,62987,62858
60491,62858,63001
60506,62859,63001
60509,63001,63059
60525,63156,63195
60546,63195,63184
60566,63184,63195
60574,63184,63156
60590,63156,63190
60595,63190,63195
60598,63195,63190
60631,63190,63292
60645,63190,63269
60663,63190,63292
60670,63292,63190
60673,63190,63292
60692,63292,63184
60707,63184,63292
60713,63292,63381
60736,63292,63185
60741,63185,63292
60769,63292,63189
60779,63189,63292
60798,63189,63384
60801,63384,63185
60806,63384,63453
60817,63453,63185
60825,63453,63185
60837,63185,63184
60862,63184,63292
60879,63292,63482
60883,63482,63462
60891,63482,63462
60894,63462,63482
60901,63482,63462
60918,63462,63537
60921,63537,63482
60927,63537,63462
60930,63462,63482
60935,63482,63462
60941,63482,63462
60945,63462,63460
60948,63460,63184
60954,63184,63460
60957,63460,63482
60983,63184,63482
60991,63184,63482
60997,63482,63184
61012,63482,63184
61029,63184,63189
61035,63189,63482
61043,63482,63189
61131,63189,63184
61137,63184,63460
61153,63184,63460
61161,63184,63462
61168,63460,63462
61172,63460,63462
61176,63462,63681
61179,63681,63460
61188,63681,63462
61191,63462,63460
61196,63681,63553
61207,63460,63681
61216,63553,63681
61224,63553,63681
61244,63553,63675
61251,63802,63675
61273,63802,63460
61284,63460,63675
61300,63675,63462
61308,63685,63752
61325,63752,63462
61328,63462,63685
61339,63685,63460
61344,63460,63951
61359,63675,63951
61372,63951,63460
61416,63460,63993
61419,63993,64021
61422,64021,63553
61427,63553,63942
61432,63942,64021
61456,64021,64015
61471,63976,64015
61489,64015,63976
61494,64015,64027
61566,64027,64015
61572,64015,64056
61595,64056,64293
61618,64293,64131
61640,64293,64056
61653,64412,64411
61656,64411,64417
61661,64411,64412
61667,64412,64411
61710,64412,64502
61727,64502,64504
61757,64504,64528
61761,64528,64504
61817,64504,64528
61850,64504,64540
61854,64540,64504
61876,64504,64501
61914,64501,64659
61918,64501,64659
61943,64659,64523
61946,64523,64659
61949,64659,64523
61953,64523,64659
61963,64659,64501
61969,64501,64507
61973,64507,64501
61983,64501,64704
62023,64704,64731
62043,64731,64681
62047,64681,64731
62085,64731,64502
62092,64731,64502
62099,64665,64502
62106,64502,64659
62123,64659,64731
62135,64876,64866
62141,64731,64866
62185,64876,64955
62189,64955,64961
62199,65005,64953
62208,65067,64953
62242,64953,65166
62246,65166,64953
62258,64953,65185
62264,65185,64953
62281,64953,65274
62287,65274,65294
62295,65301,65303
62335,65303,65296
62346,65296,65319
62391,65296,65335
62397,65296,65303
62403,65296,65380
62453,65422,65431
62486,65431,65450
62492,65450,65431
62498,65450,65503
62501,65503,65450
62508,65515,65450
62514,65515,65563
62519,65515,65563
62544,65576,65605
62569,65605,65633
62582,65634,65638
62589,65638,65650
62592,65650,65694
62617,65694,65637
62631,65637,65768
62642,65768,65779
62652,65779,65792
62665,65820,65854
62677,65820,65926
62690,65926,65934
62693,65934,65974
62699,65974,65986
62707,65986,65975
62715,66032,66041
62733,66046,66047
62762,66047,66100
62818,66100,66139
62825,66139,66100
62830,66139,66105
62834,66105,66186
62861,66186,66105
62869,66105,66186
62872,66186,66105
62880,66188,66186
62937,66188,66186
62943,66186,66265
63029,66265,66327
63040,66327,66334
63174,66327,66355
63188,66365,66355
63215,66355,66362
63226,66386,66380
63260,66386,66391
63268,66391,66362
63309,66362,66389
63319,66362,66389
63322,66389,66391
63330,66391,66449
63349,66449,66505
63366,66505,66449
63382,66449,66505
63386,66505,66449
63487,66449,66556
63532,66670,66668
63651,66668,66870
63654,66870,66671
63737,67051,67077
63741,67077,67196
63813,67419,67418
63824,67418,67511
63923,67511,67583
63926,67583,67587
63934,67587,67583
63947,67618,67583
63955,67665,67618
63968,67618,67702
63979,67702,67618
63994,67681,67618
64040,67681,67665
64070,67665,67740
64079,67740,67665
64087,67665,67767
64095,67767,67665
64101,67665,67767
64109,67767,67665
64116,67767,67665
64136,67665,67740
64145,67665,67767
64149,67665,67590
64154,67590,67944
64158,67590,67767
64162,67590,67963
64165,67963,67590
64169,67963,67767
64175,67590,67767
64187,67590,68018
64191,68018,67665
64200,67665,67590
64228,67665,68030
64231,68030,68047
64258,68047,68110
64269,68110,68141
64293,68149,68141
64304,68141,68150
64316,68150,68246
64330,68275,68265
64344,68265,68306
64352,68246,68306
64356,68306,68265
64373,68265,68381
64377,68381,68411
64383,68411,68381
64386,68381,68484
64389,68484,68381
64392,68381,68411
64428,68411,68443
64457,68443,68480
64482,68480,68443
64486,68443,68480
64492,68480,68443
64550,68443,68737
64555,68443,68681
64561,68681,68712
64568,68611,68681
64573,68681,68693
64582,68681,68700
64589,68700,68681
64609,68681,68829
64619,68681,68611
64629,68681,68611
64641,68611,68866
64647,68611,68878
64658,68878,68826
64667,68892,68922
64674,68922,68892
64686,68942,68913
64695,68913,68978
64712,68913,68898
64718,68898,68978
64727,68898,69024
64734,69027,69024
64745,69027,69024
64769,69024,69027
64775,69102,69103
64802,69103,69102
64830,69102,69115
64852,69102,69133
64886,69102,69147
64977,69147,69239
64982,69239,69147
64992,69147,69296
65028,69318,69321
65044,69321,69290
65063,69290,69321
65090,69290,69321
65094,69321,69290
65098,69290,69321
65191,69321,69465
65197,69465,69321
65205,69465,69321
65214,69465,69321
65255,69321,69422
65260,69422,69321
65284,69321,69422
65293,69303,69321
65297,69321,69303
65302,69321,69303
65311,69325,69537
65325,69537,69532
65334,69532,69537
65364,69537,69561
65370,69561,69550
65496,69561,69586
65500,69586,69583
65508,69585,69583
65512,69585,69583
65518,69585,69591
65540,69585,69581
65551,69581,69585
65561,69585,69579
65567,69585,69579
65571,69585,69579
65582,69579,69588
65598,69588,69580
65606,69580,69716
65660,69716,69586
65674,69586,69585
65677,69585,69586
65699,69586,69581
65723,69581,69584
65740,69584,69815
65755,69815,69833
65847,69589,69776
65850,69776,69589
65854,69589,69776
65859,69776,69589
65862,69589,69919
65865,69919,69776
65871,69776,69589
65888,69589,69648
65901,69648,69763
65912,69648,69763
65924,69589,69763
65941,69979,70000
65945,70000,69579
65952,69579,69842
65956,69842,69948
65980,69948,69815
65986,70002,69948
65998,69948,69579
66003,69579,70115
66013,70119,70002
66021,70002,70089
66035,70089,69815
66050,69815,70023
66058,69919,70023
66063,70023,69919
66068,69919,70024
66076,70024,69919
66082,70024,69919
66086,69919,70241
66094,70241,70237
66102,70237,69919
66113,70024,70177
66120,70024,70177
66132,70177,70024
66138,70177,70237
66144,70237,70177
66154,70237,70177
66167,70177,70239
66173,70239,70163
66181,70239,70237
66190,70239,70237
66206,70237,69584
66233,69584,69815
66237,69584,69815
66242,69584,69815
66268,70544,70556
66337,70556,70574
66356,70571,70618
66378,70618,70641
66409,70641,70571
66428,70571,70556
66438,70556,70571
66445,70571,70718
66448,70718,70717
66467,70717,70739
66474,70739,70709
66484,70709,70756
66488,70756,70758
66496,70758,70771
66506,70771,70755
66521,70755,70797
66531,70755,70794
66540,70794,70755
66571,70755,70811
66580,70811,70755
66585,70811,70795
66596,70827,70838
66602,70827,70794
66605,70794,70827
66620,70827,70794
66631,70794,70827
66635,70827,70872
66638,70872,70827
66645,70872,70827
66652,70854,70889
66663,70905,70794
66676,70908,70794
66681,70908,70794
66692,70908,70925
66696,70827,70925
66718,70905,70954
66727,70954,70955
66734,70955,70954
66740,71019,70954
66758,71027,70954
66789,70954,71066
66826,70954,71115
66870,71115,71153
66928,71153,71173
66932,71173,71153
66950,71153,71173
66958,71173,71211
67087,71211,71549
67090,71549,71211
67097,71211,71562
67100,71562,71582
67108,71587,71598
67119,71211,71610
67144,71610,71611
67156,71611,71610
67166,71610,71643
67249,71610,71681
67362,71681,71734
67412,71681,71687
67417,71687,71681
67420,71681,71756
67425,71756,71681
67452,71681,71756
67458,71681,71682
67480,71672,71682
67535,71682,71791
67543,71791,71759
67562,71759,71791
67568,71791,71759
67594,71759,71756
67605,71759,71813
67635,71813,71759
67684,71813,71683
67696,71683,71688
67702,71688,71813
67707,71813,71759
67710,71759,71813
67719,71813,71759
67789,71759,71791
67834,71791,71759
67889,71791,71759
67916,71759,72080
67924,72086,72080
67930,72108,72113
67935,72113,72119
67938,72119,72080
67941,72080,72125
67946,72125,72079
67953,72143,72153
67961,72153,72092
68004,72092,72195
68048,72195,72190
68075,72190,72232
68081,72183,72209
68086,72209,72183
68091,72183,72200
68103,72200,72209
68110,72209,72200
68115,72200,72209
68163,72200,72291
68166,72291,72200
68174,72200,72291
68183,72182,72200
68196,72182,72200
68199,72200,72182
68222,72182,72209
68252,72209,72200
68261,72200,72345
68271,72200,72345
68305,72345,72222
68310,72345,72184
68323,72184,72180
68327,72180,72191
68372,72191,72203
68375,72203,72191
68378,72191,72203
68402,72203,72191
68549,72498,72184
68605,72184,72577
68618,72577,72184
68630,72184,72577
68691,72184,72191
68703,72191,72658
68755,72191,72577
68790,72191,72577
68793,72577,72191
68800,72577,72191
68813,72191,72184
68824,72184,72498
68834,72498,72657
68842,72657,72709
68848,72651,72714
68874,72714,72739
68884,72739,72769
