frame,passer,receiver
90738,93257,93266
90756,93266,93029
90759,93029,93266
90783,93029,93028
90789,93028,93029
90807,93029,93266
90843,93266,93221
90857,93221,93257
90885,93257,93205
90899,93205,93055
90914,93055,93449
90919,93449,93055
90925,93449,93055
90932,93473,93024
90953,93449,93550
90959,93550,93205
90962,93205,93541
90967,93205,93541
91014,93205,93550
91028,93550,93205
91055,93550,93035
91074,93035,93591
91078,93591,93035
91083,93035,93550
91093,93550,93205
91109,93034,93591
91114,93034,93221
91129,93221,93665
91136,93711,93662
91143,93034,93665
91152,93767,93769
91157,93769,93787
91160,93787,93767
91164,93767,93792
91169,93792,93767
91212,93767,93861
91220,93861,93887
91223,93887,93861
91307,93861,93862
91311,93861,94177
91322,93861,93875
91338,93875,94110
91346,94231,93915
91364,93915,94255
91368,94255,94259
91400,94255,93862
91415,94255,94294
91453,94294,94341
91459,94341,94322
91497,94319,94376
91501,94319,94376
91529,94319,94423
91558,94423,94319
91615,94319,94575
91622,94575,94581
91633,94575,94581
91708,94581,94631
91723,94631,94633
91735,94631,94633
91775,94633,94595
91786,94631,94736
91794,94736,94803
91798,94803,94764
91810,94803,94736
91813,94736,94663
91819,94736,94849
91849,94849,94850
91857,94850,94885
91861,94850,94885
91866,94850,94885
91869,94885,94850
91875,94850,94894
91897,94894,94907
91910,94907,94902
91916,94902,94922
91922,94922,94902
91927,94902,94907
91937,94907,94934
91978,94934,94969
92029,94969,94952
92042,94952,94947
92053,94952,94948
92065,94948,95016
92068,95016,94948
92077,94948,94945
92088,95006,95096
92093,95091,95096
92098,95096,95128
92102,95128,94949
92120,94949,94947
92130,94949,94947
92158,94947,95139
92167,95139,95322
92180,95322,95228
92184,95228,95236
92202,95236,95228
92208,95228,95380
92216,95380,95378
92228,95404,95378
92241,95379,95378
92259,95378,95437
92263,95437,95430
92273,95432,95430
92330,95534,95564
92345,95524,95523
92352,95523,95668
92391,95668,95523
92484,95523,95521
92513,95521,95783
92517,95629,95521
92522,95783,95521
92533,95521,95783
92539,95783,95521
92543,95668,95783
92562,95668,95521
92616,95521,95840
92630,95521,95705
92635,95705,95521
92692,95521,96001
92710,96020,95532
92716,95532,96020
92736,96020,95705
92812,96001,95705
92815,95705,95979
92833,95705,95966
92846,95966,95705
92853,95705,96048
92859,95534,95966
92879,95966,95735
92887,95966,95735
92897,95735,95966
92902,95735,95966
92906,95966,95735
92939,95966,95735
92946,95966,95735
92949,95735,96001
92955,95735,96001
92960,96001,95735
92967,96001,96224
92970,96224,96268
92983,96001,95966
93013,95966,96119
93023,96119,96121
93038,96121,96306
93061,96306,96390
93076,96390,96372
93079,96372,96390
93083,96390,96372
93088,96372,96390
93094,96372,96390
93102,96372,96306
93112,96390,96306
93117,96306,96390
93124,96390,96306
93128,96306,96390
93138,96390,96493
93166,96001,96390
93169,96390,96119
93175,96119,96474
93184,96474,96515
93203,96515,96121
93240,96515,96573
93267,96515,96626
93277,96626,96625
93289,96625,96686
93294,96625,96697
93307,96625,96716
93313,96716,96625
93316,96625,96711
93324,96625,96765
93330,96625,96711
93412,96625,96913
93418,96625,96929
93426,96625,96946
93438,96625,96973
93441,96973,96989
93454,97017,97036
93458,97022,97039
93465,97067,97068
93477,97111,97117
93480,97117,97123
93489,97138,97143
93548,97143,97280
93554,97143,97286
93558,97286,97143
93564,97297,97143
93582,97169,97297
93619,97359,97361
93652,97361,97363
93692,97363,97522
93700,97522,97483
93709,97522,97483
93712,97483,97433
93744,97433,97522
93756,97522,97607
93780,97607,97696
93811,97428,97357
93814,97357,97428
93880,97428,97760
93884,97760,97428
93888,97428,97760
93891,97760,97428
93903,97760,97428
93907,97428,97760
93937,97727,97772
93959,97772,97727
93966,97357,97772
93970,97357,97727
93982,97772,97737
93993,97737,97357
94005,97357,97727
94009,97727,97357
94013,97727,97361
94019,97361,97785
94029,97785,97522
94034,97522,97361
94047,97433,97522
94051,97522,97678
94058,97880,97678
94062,97678,97607
94067,97678,97889
94078,97889,97957
94082,97957,97935
94088,97889,97880
94106,97880,97995
94111,97995,97997
94154,97995,97905
94169,97905,98033
94183,97905,97995
94191,97995,98061
94194,98061,98070
94203,98070,98083
94209,98083,98061
94227,98061,98091
94238,98175,98061
94253,98209,98061
94257,98091,98061
94264,98305,98061
94269,98061,98408
94274,98388,98061
94277,98061,98080
94282,98440,98450
94292,98450,98434
94307,98434,98450
94312,98450,98434
94318,98434,98450
94332,98450,98080
94351,98080,98450
94361,98450,98437
94364,98437,98502
94375,98450,98437
94380,98437,98450
94384,98450,98437
94396,98547,98438
94399,98438,98525
94407,98525,98633
94415,98633,98588
94420,98653,98525
94424,98653,98675
94434,98689,98675
94444,98689,98633
94451,98675,98689
94454,98689,98633
94462,98689,98675
94469,98675,98689
94477,98633,98689
94481,98689,98633
94487,98689,98783
94491,98689,98633
94501,98803,98809
94551,98809,98817
94555,98817,98916
94589,98803,98809
94596,98803,98814
94609,98814,98868
94637,98868,98814
94649,99049,99066
94663,99066,99127
94669,99127,99074
94696,99127,99164
94702,99164,99177
94729,99177,99183
94733,99183,99177
94736,99177,99215
94746,99215,99180
94750,99180,99183
94756,99248,99180
94759,99180,99270
94764,99270,99180
94773,99180,99294
94779,99308,99180
94788,99180,99325
94801,99180,99327
94814,99180,99362
94850,99369,99180
94931,99390,99417
94934,99417,99414
94973,99414,99457
94978,99457,99490
94983,99490,99417
94990,99417,99484
94993,99484,99563
95002,99507,99445
95030,99445,99465
95034,99465,99445
95066,99692,99451
95069,99451,99457
95077,99457,99414
95085,99414,99457
95091,99457,99451
95097,99815,99825
95109,99825,99563
95122,99758,99815
95130,99815,99882
95154,99882,99922
95158,99922,99932
95187,99922,99932
95191,99932,99882
95197,99932,99927
95201,99927,99917
95218,99917,99881
95238,99881,99879
95248,99879,99952
95254,100080,100089
95282,100089,100123
95288,100089,100123
95299,100123,100149
95316,100149,100217
95320,100217,100228
95341,100228,100233
95346,100233,100149
95356,100286,100228
95367,100228,100288
95370,100288,100228
95375,100228,100288
95437,100228,100305
95472,100305,100335
95521,100335,100367
95540,100335,100297
95544,100297,100376
95572,100376,100388
95696,100376,100454
95718,100454,100376
95739,100376,100454
95776,100376,100468
95781,100468,100376
95797,100376,100484
95804,100484,100492
95854,100492,100579
95863,100570,100492
95867,100570,100596
95876,100596,100492
95881,100492,100601
95888,100601,100621
95920,100492,100616
95939,100692,100718
95987,100718,100804
95991,100804,100712
96001,100791,100712
96015,100712,100780
96024,100780,100712
96073,100866,100692
96081,100692,100866
96125,100866,100692
96143,100692,100926
96179,100926,100925
96184,100926,100925
96194,100926,100930
96234,100930,100994
96262,100994,100965
96275,100965,101017
96301,101017,101062
96353,101017,101062
96374,101062,101094
96379,101062,101094
96388,101156,101062
96404,101156,101263
96417,101094,101301
96452,101297,101361
96479,101367,101362
96493,101440,101363
96496,101363,101440
96499,101440,101363
96511,101363,101440
96525,101363,101440
96532,101363,101364
96539,101363,101461
96577,101365,101359
96585,101359,101364
96594,101359,101501
96599,101501,101502
96606,101502,101360
96632,101360,101502
96668,101502,101537
96675,101502,101537
96680,101502,101537
96685,101502,101537
96689,101502,101659
96718,101659,101688
96844,101688,101716
96853,101716,101722
96865,101716,101748
96870,101748,101716
96888,101716,101729
96893,101729,101716
96950,101716,101729
96958,101729,101722
96969,101722,101806
96979,101722,101806
97003,101806,101876
97054,101722,101720
97058,101720,101806
97065,101922,101946
97096,101946,101950
97099,101950,101946
97140,101946,101921
97147,101946,101921
97243,101946,102142
97311,102142,102167
97366,102167,102164
97410,102164,102228
97447,102228,102164
97468,102164,102157
97495,102228,102202
97536,102202,102261
97544,102261,102228
97563,102261,102228
97625,102228,102159
97707,102159,102264
97723,102264,102166
97737,102264,102159
97747,102159,102417
97780,102417,102375
97785,102375,102417
97796,102154,102407
97841,102417,102163
97854,102163,102168
97861,102163,102417
97865,102417,102163
97874,102163,102417
97905,102417,102163
97909,102163,102168
97912,102168,102417
97958,102417,102168
97962,102417,102641
97995,102417,102168
98039,102417,102584
98073,102584,102730
98094,102730,102575
98128,102575,102228
98132,102228,102575
98137,102575,102228
98141,102228,102575
98149,102575,102514
98153,102514,102228
98162,102575,102514
98169,102514,102228
98200,102514,102202
98230,102202,102417
98334,102417,103073
98346,103101,103109
98354,103109,103129
98368,103129,103124
98436,103124,103265
98441,103124,103129
98476,103129,103143
98499,103143,103336
98545,103350,103125
98566,103125,103124
98579,103124,103258
98810,103258,103145
98825,103145,103124
98849,103124,103577
98852,103577,103588
98858,103543,103577
98866,103577,103567
98870,103577,103560
98898,103560,103563
98920,103563,103124
98928,103124,103523
98937,103124,103129
98941,103129,103145
98944,103145,103129
98954,103145,103484
99009,103646,103639
99017,103664,103639
99020,103639,103730
99024,103258,103664
99059,103258,103721
99067,103721,103563
99071,103563,103742
99074,103742,103563
99083,103129,103567
99095,103567,103484
99098,103484,103832
99103,103832,103795
99110,103795,103832
99122,103832,103571
99127,103571,103885
99138,103571,103832
99142,103832,103882
99164,103832,103776
99185,103832,103962
99198,103962,103930
99227,103930,103560
99283,103560,103563
99290,103563,103560
99303,103560,104016
99317,103560,104029
99347,104029,104030
99420,104030,104053
99436,104030,104080
99510,104080,104116
99531,104205,104223
99537,104223,104233
99541,104238,104080
99546,104080,104242
99612,104242,104356
99616,104351,104356
99623,104356,104350
99628,104356,104350
99698,104350,104351
99706,104351,104352
99713,104352,104351
99766,104351,104387
99788,104387,104355
99802,104355,104352
99814,104352,104422
99822,104422,104421
99826,104421,104422
99846,104422,104421
99859,104421,104458
99866,104458,104422
99872,104422,104421
99875,104421,104430
99878,104430,104421
99891,104430,104456
99900,104456,104421
99975,104526,104542
100003,104542,104526
100010,104526,104551
100041,104551,104575
100061,104551,104575
100071,104575,104551
100092,104551,104661
100102,104661,104551
100105,104551,104661
100118,104661,104551
100121,104551,104661
100124,104661,104551
100137,104661,104526
100141,104526,104551
100144,104551,104526
100149,104526,104553
100180,104553,104526
100338,104526,104541
100344,104541,104575
100435,104575,104551
100440,104551,104844
100445,104844,104551
100461,104551,104526
100491,104526,104562
100499,104562,104877
100519,104877,104884
100534,104884,104907
100542,104907,104884
100545,104884,104976
100550,104976,104884
100556,104976,104884
100574,104884,104562
100605,104562,104548
100619,104548,105035
100633,105035,104946
100641,104946,105035
100646,105035,104946
100655,104946,104548
100665,104548,105092
100673,104548,105092
100681,105092,104526
100714,104526,105004
100779,105004,105010
100783,105010,105004
100888,105004,104976
100914,105004,105325
100923,105325,105130
100930,105325,104526
100941,105325,104526
100963,105385,104526
101010,104526,105432
101013,105432,105438
101018,105432,105437
101023,105438,105437
101030,105450,105476
101033,105476,105484
101038,105492,105484
101056,105484,105432
101063,105432,105534
101076,105531,105432
101080,105432,105568
101086,105432,105575
101094,105585,105608
101108,105608,105587
101115,105587,105608
101121,105608,105585
101165,105585,105586
101181,105586,105615
101189,105615,105578
101196,105578,105687
101212,105687,105597
101218,105597,105734
101225,105597,105734
101228,105734,105597
101241,105717,105687
101266,105687,105726
101283,105726,105717
101288,105726,105812
101333,105812,105809
101339,105809,105939
101348,105939,105963
101355,105963,105925
101358,105925,105817
101371,105925,105817
101383,105925,105978
101394,106112,106138
101398,106140,106138
101406,106140,106138
101413,106140,106112
101419,106140,106138
101453,106138,106166
101461,106112,106124
101471,106112,106138
101475,106138,106112
101481,106124,106112
101505,106112,106109
101532,106109,106256
101544,106256,106285
101555,106285,106322
101563,106322,106256
101574,106256,106180
101582,106256,106109
101589,106256,106109
101594,106109,106322
101604,106115,106420
101614,106322,106453
101619,106285,106332
101624,106332,106325
101689,106332,106470
101696,106470,106576
101749,106576,106679
101763,106679,106733
101809,106679,106720
101813,106759,106756
101819,106758,106756
101833,106756,106679
101838,106855,106758
101843,106758,106889
101847,106758,106898
101851,106898,106679
101863,106679,106720
101877,106679,106867
101880,106867,106679
101889,106867,106720
101895,106720,106921
101900,106914,106758
101910,106991,107013
101918,107013,106991
101931,107013,106991
101939,106991,107001
101946,107001,107105
101955,107105,107095
101962,107095,106986
101989,106986,106993
102011,106993,106986
102016,106986,107135
102020,107135,107095
102025,107095,107105
102045,107105,107230
102050,107225,107230
102064,107262,107230
102083,107230,107261
102093,107261,107246
102105,107246,107260
102114,107260,107224
102125,107224,107220
102136,107220,107263
102155,107220,107275
102159,107263,107317
102162,107317,107263
102180,107317,107275
102207,107317,107263
102213,107317,107263
102222,107317,107220
102252,107220,107355
102266,107355,107327
102294,107327,107246
102306,107246,107355
102319,107246,107224
102327,107224,107333
102335,107333,107355
102352,107355,107494
102401,107355,107255
102415,107255,107224
102419,107449,107224
102424,107224,107577
102442,107224,107577
102448,107577,107224
102455,107577,107224
102463,107224,107604
102489,107224,107460
102494,107224,107261
102498,107261,107224
102502,107261,107224
102507,107224,107633
102521,107633,107261
102525,107261,107224
102537,107261,107224
102572,107224,107355
102582,107355,107449
102585,107449,107692
102593,107261,107714
102610,107714,107449
102621,107449,107784
102639,107449,107725
102644,107449,107713
102654,107713,107449
102664,107449,107692
102670,107692,107713
102680,107713,107355
102715,107355,107713
102718,107713,107355
102731,107355,107713
102734,107713,107355
102744,107713,107732
102749,107449,107355
102767,107355,107220
102779,107220,107565
102785,107565,107725
102814,107725,107261
102835,107261,107725
102840,108022,107725
102845,107725,107224
102849,107725,107224
102862,107725,107740
102867,107725,107740
102889,107725,108129
102920,108129,108202
102933,108202,108220
102978,108212,108268
102990,108268,108261
103010,108261,108260
103025,108260,108272
103046,108266,108272
103051,108272,108273
103072,108273,108260
103085,108260,108296
103133,108260,108273
103138,108273,108272
103141,108272,108297
103158,108297,108266
103165,108320,108272
103190,108320,108387
103200,108387,108320
103210,108387,108320
103217,108320,108387
103223,108387,108320
103230,108320,108297
103244,108297,108266
103255,108261,108260
103269,108260,108455
103289,108260,108437
103296,108437,108261
103306,108261,108437
103322,108437,108461
103368,108437,108508
103378,108508,108416
103383,108416,108488
103394,108488,108261
103414,108261,108575
103418,108575,108261
103441,108261,108505
103453,108488,108508
103472,108508,108437
103479,108437,108455
103510,108441,108682
103514,108682,108455
103517,108455,108682
103533,108682,108455
103542,108682,108455
103559,108455,108720
103568,108720,108722
103611,108720,108955
103648,108966,108975
103654,108970,108975
103681,108970,109018
103707,109041,109038
103710,109038,109046
103721,109077,109084
103728,109084,109093
103752,109090,109084
103758,109084,109151
103767,109084,109194
103772,109184,109186
103780,109186,109217
103789,109217,109205
103800,109205,109186
103809,109186,109090
103825,109090,109286
103880,109286,109305
103894,109305,109293
103915,109293,109285
103920,109285,109287
103927,109287,109285
103938,109287,109285
103949,109285,109283
103961,109285,109283
103968,109285,109365
103972,109365,109285
103977,109285,109455
103982,109455,109285
103987,109455,109285
104000,109285,109287
104034,109287,109293
104040,109293,109287
104044,109287,109293
104067,109293,109498
104082,109498,109538
104098,109538,109511
104101,109511,109538
104115,109538,109506
104132,109506,109538
104136,109538,109498
104194,109498,109506
104216,109506,109625
104234,109625,109506
104243,109625,109557
104252,109557,109548
104257,109557,109548
104269,109548,109557
104272,109557,109656
104278,109557,109769
104282,109769,109557
104299,109769,109782
104315,109285,109427
104325,109427,109285
104338,109285,109427
104346,109849,109427
104354,109869,109867
104371,109867,109876
104381,109876,109930
104385,109930,109927
104400,109941,109946
104418,109951,109953
104475,109953,109949
104478,109949,109951
104538,109951,110054
104554,110054,110000
104575,110000,110074
104591,110074,110096
104604,110096,109944
104621,109944,110193
104665,110193,109944
104675,109944,109951
104682,109951,109944
104686,109951,109944
104701,109941,109944
104712,109944,109941
104731,110265,110231
104738,110265,110348
104743,110348,110350
104751,110350,110348
104759,110348,110353
104772,110360,110363
104778,110358,110363
104781,110363,110360
104793,110371,110358
104815,110358,110408
104820,110408,110358
104894,110358,110518
104897,110518,110358
104947,110358,110523
104953,110545,110550
104970,110550,110552
104989,110562,110615
105001,110590,110615
105006,110615,110590
105023,110615,110616
105033,110615,110709
105038,110709,110630
105052,110651,110731
105074,110669,110696
105079,110696,110669
105100,110798,110796
105107,110796,110812
105113,110812,110796
105117,110812,110796
105144,110796,110797
105160,110797,110796
105167,110942,110796
105172,110796,110942
105178,110942,110797
105195,110797,110941
105203,110941,110797
105233,110797,111070
105240,111075,111074
105244,111088,111083
105247,111083,111075
105251,111083,111075
105254,111075,111094
105260,111075,111094
105271,111094,111102
105279,111102,111094
105306,111094,111083
105336,111083,111092
105348,111092,111121
105358,111121,111141
105365,111141,111177
105371,111177,111196
105381,111196,111198
105385,111198,111203
105393,111198,111203
105396,111203,111198
105400,111198,111203
105412,111228,111231
105428,111237,111244
105440,111245,111244
105460,111244,111295
105473,111295,111244
105487,111295,111244
105498,111244,111313
105556,111313,111334
105655,111334,111430
105687,111430,111476
105693,111430,111447
105696,111447,111485
105710,111485,111334
105740,111485,111508
105743,111508,111523
105746,111523,111508
105751,111523,111508
105756,111523,111543
105770,111543,111505
105816,111505,111653
105844,111653,111678
105854,111678,111653
105860,111653,111678
105863,111678,111653
105872,111682,111667
105887,111667,111710
105919,111710,111756
105927,111756,111757
105932,111757,111756
105939,111756,111757
105947,111757,111756
105955,111756,111757
105970,111756,111774
106027,111774,111808
106063,111808,111832
106121,111818,111870
106130,111824,111900
106137,111900,111818
106158,111937,111900
106179,111927,111965
106233,111965,112024
106236,112024,112105
106259,112118,112123
106263,112123,111965
106283,111965,112180
106288,111965,112192
106305,111965,112230
106324,112230,112274
106327,112274,112230
106346,112288,112221
106352,112221,112288
106371,112288,112300
106376,112300,112288
106456,112288,112408
106479,112408,112288
106507,112288,112439
106517,112439,112453
106554,112453,112460
106565,112460,112478
106570,112478,112480
106574,112480,112483
106580,112483,112491
106597,112491,112509
106608,112491,112509
106614,112509,112543
106627,112511,112553
106630,112553,112511
106660,112553,112579
106666,112592,112608
106681,112614,112605
106684,112605,112614
106709,112605,112608
106715,112608,112615
106729,112615,112611
106739,112611,112603
106750,112603,112612
106786,112612,112675
106790,112675,112603
106809,112603,112763
106815,112603,112763
106832,112799,112675
106841,112675,112824
106853,112824,112675
106862,112675,112824
106869,112824,112865
106927,112865,112675
106977,112675,112979
106989,112979,112675
107011,112615,112995
107021,112615,112854
107038,112854,112768
107065,112768,112615
107075,112609,112768
107098,112615,112880
107146,113177,113210
107152,113210,113239
107171,113251,113284
107174,113284,113210
107190,113210,113331
107196,113333,113210
107207,113210,113471
107210,113471,113210
107216,113210,113456
107221,113456,113560
107230,113560,113621
107238,113610,113485
107244,113485,113560
107251,113688,113684
107270,113684,113693
107283,113693,113708
107287,113708,113707
107296,113707,113708
107367,113708,113685
107401,113685,113862
107466,113862,114126
107471,114126,114134
107510,114134,114123
107525,114134,114128
107611,114128,114178
107628,114178,114136
107650,114136,114257
107659,114300,114257
107675,114257,114137
107687,114137,114135
107707,114135,114347
107727,114347,114348
107734,114347,114348
107751,114348,114347
107760,114347,114348
107779,114347,114441
107792,114441,114438
107813,114438,114454
107820,114438,114454
107823,114454,114438
107857,114438,114434
107885,114434,114441
107890,114441,114509
107901,114438,114436
107905,114524,114436
107910,114524,114440
107924,114440,114432
107985,114432,114440
107998,114440,114556
108003,114556,114440
108011,114440,114556
108016,114440,114556
108092,114432,114572
108109,114572,114664
108113,114664,114659
108119,114659,114660
108126,114660,114704
108130,114704,114660
108134,114660,114658
108156,114658,114739
108162,114739,114658
108226,114658,114797
108243,114797,114839
108252,114839,114829
108262,114829,114831
108268,114829,114831
108289,114829,114938
108328,114938,114829
108364,114982,114998
108374,114998,114982
108380,114998,114982
108384,114982,115058
108402,115058,115106
108412,115106,114829
108419,114829,115113
108434,115113,115114
108460,115114,115119
108467,115119,115113
108499,115113,115139
108541,115163,115234
108555,115234,115257
108559,115257,115241
108563,115241,115276
108583,115233,115257
108603,115233,115298
108619,115233,115298
108622,115298,115233
108628,115233,115298
108634,115233,115298
108666,115233,115321
108675,115321,115232
108706,115232,115376
108712,115376,115384
108721,115384,115396
108779,115396,115384
108782,115384,115396
108817,115384,115446
108826,115446,115447
108832,115483,115488
108844,115483,115446
108865,115530,115531
108881,115531,115594
108888,115594,115586
108899,115602,115586
108905,115537,115581
108910,115586,115581
108917,115658,115581
108936,115581,115540
108943,115539,115540
108956,115539,115540
108988,115660,115539
109008,115539,115544
109014,115539,115759
109018,115759,115758
109060,115758,115882
109063,115882,115881
109071,115881,115884
109079,115881,115884
109091,115884,115889
109114,115889,115967
109126,115923,116020
109148,116020,115967
109153,115967,115889
109163,115967,115889
109181,115889,115967
109211,115967,116094
109221,115967,115941
109237,115891,115888
109272,116123,116131
109296,116131,116135
109301,116135,116131
109314,116130,116142
109318,116130,116131
109321,116131,116130
109327,116142,116130
109330,116130,116131
109351,116251,116250
109362,116277,116250
109365,116250,116277
109373,116277,116294
109383,116277,116263
109393,116252,116306
109410,116306,116275
109417,116306,116380
109424,116387,116306
109437,116306,116420
109458,116427,116445
109467,116427,116445
109484,116445,116427
109502,116427,116467
109506,116467,116521
109537,116467,116559
109542,116559,116467
109559,116594,116603
109574,116603,116599
109590,116599,116623
109606,116623,116703
109630,116710,116736
109636,116736,116710
109641,116710,116594
109723,116703,116778
109726,116778,116703
109733,116778,116703
109749,116703,116786
109770,116703,116786
109778,116786,116703
109785,116703,116786
109794,116703,116786
109802,116703,116764
109809,116764,116703
109818,116764,116703
109821,116703,116764
109830,116786,116703
109834,116703,116786
109838,116786,116703
109853,116786,116764
109858,116693,116786
109862,116786,116693
109870,116693,116777
109880,116777,116844
109911,116844,116929
109916,116844,116778
109921,116778,116844
109939,116844,116777
109952,116777,116693
109969,116693,116703
109980,116703,116693
109986,116693,116998
109999,116998,117034
110048,117034,116998
110074,116998,117091
110079,117091,116998
110083,116998,116693
110102,116693,117034
110108,116693,117034
110116,117034,116693
110123,116693,117034
110130,116693,116998
110148,116998,116693
110169,116693,117052
110181,116693,117039
110221,116693,117400
110225,117400,116693
110242,116693,117101
110245,117101,116693
110251,116693,117443
110268,117443,117384
110305,117384,116769
110319,116769,117004
110334,117004,117469
110360,117469,117520
110386,117520,117163
110394,117520,117469
110419,117469,117572
110441,117572,117004
110445,117004,117608
110448,117608,117004
110452,117608,117004
110456,117004,117608
110470,117004,117608
110474,117004,117608
110483,117004,117608
110503,117004,117572
110506,117572,117469
110521,117469,117684
110554,117684,117712
110561,117712,117708
110570,117712,117684
110581,117684,117727
110629,117727,117777
110647,117777,117794
110660,117825,117827
110663,117827,117777
110666,117777,117827
110681,117777,117790
110693,117790,117819
110696,117819,117901
110711,117901,117834
110725,117901,117794
110732,117963,117964
110740,117963,117961
110748,117961,117988
110757,117988,118023
110771,118056,117963
110776,118056,117988
110779,117988,118081
110784,118081,117988
110802,117988,118100
110807,118100,118096
110819,118100,118106
110822,118106,118116
110826,118116,118106
110832,118106,118116
110840,118106,118128
110884,118128,118172
110899,118151,118254
110907,118264,118244
110970,118244,118361
110977,118435,118455
110980,118455,118435
110984,118455,118435
111092,118435,118519
111097,118547,118519
111117,118519,118553
111145,118553,118628
111165,118628,118642
111184,118642,118616
111200,118616,118642
111214,118642,118616
111225,118616,118642
111233,118642,118550
111256,118550,118566
111291,118566,118792
111294,118792,118566
111304,118566,118540
111356,118551,118866
111364,118551,118555
111368,118555,118550
111411,118550,118946
111417,118551,118907
111433,118907,118944
111449,118907,118944
111454,118944,118673
111489,118673,118944
111494,118944,118673
111569,119031,118673
111599,118673,118642
111650,118642,118694
111683,118694,119242
111692,119242,118694
111707,118694,119252
111716,119252,118694
111720,118694,119335
111730,118694,119404
111736,119404,119424
111767,119424,119384
111771,119424,119384
111778,119384,119424
111793,119424,119242
111825,119242,119260
111873,119260,119242
111913,119242,119424
111960,119424,119368
111966,119368,119424
111972,119368,119515
112012,119515,119494
112023,119494,119031
112040,119031,119494
112045,119494,119492
112074,119494,119384
112081,119384,119031
112127,119031,119384
112130,119384,119031
112158,119031,119384
112234,119384,119492
112243,119384,119515
112250,119515,118944
112284,118944,118642
112289,119710,119759
112297,119710,118944
112329,118944,119515
112342,119515,119494
112346,119384,119494
112373,119494,119515
112393,119515,119815
112407,119815,119813
112413,119515,119848
112430,119848,119813
112434,119813,119830
112438,119813,119830
112446,119848,119830
112449,119830,119813
112473,119830,119782
112505,119782,119889
112517,119743,119889
112554,119743,119772
112557,119772,119813
112565,119772,119710
112571,119710,119772
112583,119710,118944
112592,119971,120003
112608,120003,120063
112622,120063,120040
112626,120040,120035
112655,120035,120026
112676,120026,120003
112770,120003,120026
112779,120026,120040
112834,120040,120183
112875,120040,120035
112880,120035,120222
112888,120222,120223
112895,120223,120227
112904,120227,120222
113172,120222,120304
113176,120304,120308
113180,120308,120302
113185,120302,120308
113213,120308,120304
113217,120308,120304
113223,120304,120300
113227,120300,120304
113238,120356,120300
113249,120364,120357
113252,120357,120300
113255,120300,120310
113258,120310,120300
113262,120300,120357
113266,120357,120300
113274,120356,120310
113277,120310,120301
113280,120301,120300
113285,120300,120301
113330,120301,120484
113335,120484,120301
113338,120301,120484
113342,120358,120484
113368,120484,120301
113381,120484,120301
113394,120301,120484
113409,120484,120301
113423,120484,120302
113427,120302,120545
113431,120545,120560
113439,120560,120545
113442,120545,120560
113474,120543,120545
113477,120545,120615
113483,120621,120600
113497,120600,120544
113515,120600,120692
113534,120692,120625
113553,120625,120692
113561,120692,120625
113564,120625,120725
113567,120725,120625
113570,120625,120726
113591,120625,120726
113610,120739,120745
113615,120745,120753
113618,120753,120745
113625,120745,120744
113628,120744,120745
113667,120745,120753
113679,120753,120770
113682,120770,120753
113685,120753,120772
113694,120772,120739
113746,120739,120750
113757,120750,120739
113786,120739,120745
113835,120745,120814
113838,120814,120745
113876,120745,120739
113879,120739,120839
113911,120847,120851
113917,120851,120850
114064,120850,120907
114067,120907,120904
114080,120851,120917
114087,120851,120917
114092,120851,120917
114095,120917,120851
114098,120851,120917
114110,120851,120903
114117,120917,120903
114133,120917,120929
114153,120929,120917
114157,120917,120929
114163,120917,120929
114167,120917,120929
114180,120917,120985
114186,120985,120935
114192,120985,120935
114208,120935,120985
114224,120985,121018
114230,121034,121018
114236,121055,121072
114316,121088,121073
114352,121073,121285
114401,121285,121070
114412,121070,121089
114424,121089,121076
114439,121076,121344
114444,121344,121086
114475,121086,121282
114483,121344,121076
114488,121076,121086
114548,121076,121344
114553,121344,121421
114572,121421,121507
114579,121421,121514
114588,121421,121515
114601,121421,121601
114617,121421,121699
114622,121421,121752
114626,121421,121699
114634,121421,121795
114639,121795,121805
114723,121851,121838
114730,121838,121917
114742,121917,121903
114755,121844,121903
114772,121844,121838
114789,121838,121844
114830,121844,121935
114835,121844,121935
114849,121844,121935
114857,121935,121844
114865,121844,121872
114884,121872,122081
114887,122081,121869
114891,121869,122094
114898,121933,121869
114934,121913,122169
114941,122170,122172
114990,122172,122254
114996,122250,122263
115005,122250,122258
115019,122263,122258
115024,122258,122250
115044,122249,122263
115091,122263,122249
115109,122263,122255
115115,122263,122254
115119,122254,122263
115137,122263,122324
115141,122263,122255
115148,122255,122575
115155,122575,122329
115160,122329,122575
115165,122575,122329
115187,122329,122575
115191,122575,122329
115197,122575,122324
115201,122324,122255
115205,122255,122649
115209,122649,122254
115224,122254,122260
115274,122260,122741
115283,122741,122260
115292,122260,122741
115295,122741,122723
115326,122260,122843
115333,122844,122867
115336,122867,122878
115339,122878,122858
115347,122843,122922
115351,122922,122858
115368,122995,122992
115428,122995,123068
115466,123068,123156
115470,123156,123068
115484,123156,123171
115503,123171,122988
115520,123171,123156
115527,123156,123231
115530,123231,123245
115539,123245,123156
115559,123156,123231
115563,123174,123245
115577,123156,123261
115633,123261,123289
115638,123289,123336
115642,123338,123347
115647,123347,123354
115650,123354,123261
115655,123261,123364
115658,123364,123372
115728,123378,123394
115784,123394,123414
115808,123414,123412
115828,123412,123414
115865,123414,123412
115875,123414,123449
115879,123449,123414
115886,123414,123412
115900,123412,123449
